"","V1","V2","V3","hhsize"
"1",4.53669234050447,5.28374985537843,5.98085570281582,3
"2",6.00595507803438,6.86488524824315,7.65241727343295,3
"3",7.47521781556328,8.44602064110785,9.32397884405002,3
"4",8.9444805530904,10.0271560339725,10.9955404146669,3
"5",10.4137432906156,11.608291426837,12.6671019852834,3
"6",11.8830060281377,13.1894268197015,14.338663555899,3
"7",13.3522687656533,14.7705622125656,16.010225126512,3
"8",14.8215315031539,16.3516976054292,17.6817866971207,3
"9",16.2907942406366,17.9328329982923,19.3533482677255,3
"10",17.7600569780886,19.5139683911543,21.0249098383248,3
"11",19.2293197154826,21.0951037840145,22.6964714089135,3
"12",20.6985824528317,22.6762391768734,24.3680329794942,3
"13",22.167845190121,24.2573745697304,26.0395945500639,3
"14",23.6371079273738,25.838509962586,27.7111561206251,3
"15",25.1063706645147,27.4196453554369,29.3827176911478,3
"16",26.5756334015655,29.0007807482831,31.0542792615617,3
"17",28.0448961383925,30.581916141116,32.6170582146127,3
"18",29.5141588750329,32.1630515339348,34.1263284601189,3
"19",30.9834216115398,33.7441869267388,35.6355987053021,3
"20",32.4526843479349,35.325322319513,37.14486895025,3
"21",33.9219470841276,36.8804437772967,38.6541391944414,3
"22",35.3912098201915,38.3827845167923,40.1634094383251,3
"23",36.8604725561108,39.8522723606951,41.6726796820375,3
"24",38.3297352919031,41.3217602045284,43.1819499256613,3
"25",39.7989980276423,42.7912480483512,44.6912201692619,3
"26",41.2682607633184,44.2607358921661,46.200490412841,3
"27",42.737523498948,45.7302237359738,47.7097606564067,3
"28",44.2067862343106,47.1997115797371,49.2190308999062,3
"29",45.6760489694622,48.6691994234682,50.7283011433647,3
"30",47.1453117043571,50.1386872671599,52.2375713867889,3
"31",48.6145744390952,51.6081751107839,53.746841630197,3
"32",50.083837173564,53.0212230516246,55.2561118735827,3
"33",51.5530999075639,54.4227992304026,56.7653821169289,3
"34",53.0223626412378,55.8243754091606,58.2746523602487,3
"35",54.4916253744019,57.2259515879008,59.7839226035368,3
"36",55.9608881062589,58.627527766619,61.2931928467878,3
"37",57.4301508336301,60.0291039453117,62.8024630899964,3
"38",58.7316939801913,61.43068012398,64.3117333331683,3
"39",59.9130968448573,62.8322563026003,65.8210035762642,3
"40",61.0944997070182,64.2338324811682,67.3302738192303,3
"41",62.275902566608,65.5403268010759,68.7601534072452,3
"42",63.4573054230912,66.7324091479312,69.8184080030462,3
"43",64.5708929954645,67.9244914946496,70.8766625982093,3
"44",65.6245701645249,69.1012464196418,71.9349171930121,3
"45",66.6782473293723,70.2147388815327,72.9931717876729,3
"46",67.7319244933818,71.2667494521928,74.0514263822266,3
"47",68.7856016564758,72.3187600227544,75.1096809766312,3
"48",69.8392788188583,73.3707705932589,76.1679355709287,3
"49",70.8929559801555,74.4227811636905,77.2261901650982,3
"50",71.946633140383,75.4747917340426,78.2844447591754,3
"51",73.0003102997684,76.5268023043549,79.3426993531685,3
"52",74.0539874583465,77.5788128746169,80.4009539470496,3
"53",75.1076646163703,78.6308234448438,81.4592085408027,3
"54",76.1613417736416,79.6828340150284,82.5174631342408,3
"55",77.2150189301622,80.7348445851652,83.4299382773681,3
"56",78.268696085943,81.7868551552501,83.7892239420948,3
"57",79.3223732403521,82.5109802422017,84.1485096049933,3
"58",80.376050393601,83.0057196736349,84.5077952674453,3
"59",81.4297275455102,83.5004591050622,84.8670809298937,3
"60",81.8518154986435,83.89443059223,85.2263665922772,3
"61",82.1737545874737,84.2080353847207,85.5856522546152,3
"62",82.4956936758156,84.5216401771958,85.9449379169324,3
"63",82.8176327639837,84.835244969666,86.3042235792378,3
"64",83.1395718519761,85.1488497621311,86.6635092415298,3
"65",83.4615109398357,85.4624545545927,87.0227949038112,3
"66",83.7834500276003,85.7760593470518,87.3820805660852,3
"67",84.1053891152397,86.0896641395078,87.7413662283506,3
"68",84.427328202807,86.4032689319622,88.100651890612,3
"69",84.7492672903456,86.716873724416,88.4599375528718,3
"70",85.0712063778399,87.0304785168689,88.8192232151297,3
"71",85.3931454653248,87.3440833093217,89.1785088773872,3
"72",85.7150845527933,87.6576881017741,89.537794539644,3
"73",86.0370236402516,87.9712928942264,89.8970802019006,3
"74",86.35896272771,88.2848976866786,90.2563658641571,3
"75",86.68090181516,88.5985024791307,90.6156515264134,3
"76",87.0028409025989,88.9121072715825,90.9749371886695,3
"77",87.3247799900105,89.2257120640337,91.3342228509254,3
"78",87.646719077414,89.5393168564848,91.6935085131811,3
"79",87.9686581648097,89.8529216489356,92.0527941754366,3
"80",88.2905972522053,90.1665264413864,92.4120798376922,3
"81",88.6125363396009,90.4801312338373,92.7713654999477,3
"82",88.9344754269965,90.7937360262881,93.1306511622033,3
"83",89.2564145143921,91.1073408187389,93.4899368244588,3
"84",89.5783536017878,91.4209456111898,93.8492224867144,3
"85",89.9002926891834,91.7345504036406,94.2085081489699,3
"86",90.2222317765723,92.0481551960912,94.5677938112251,3
"87",90.544170863957,92.3617599885418,94.92707947348,3
"88",90.8661099513417,92.6753647809923,95.2863651357349,3
"89",91.1880490387263,92.9889695734429,95.6456507979898,3
"90",91.5099881261015,93.3025743658932,96.0049364602442,3
"91",91.8319272134767,93.6161791583435,96.3642221224986,3
"92",92.153866300851,93.9297839507938,96.7235077847529,3
"93",92.4758053882188,94.243388743244,97.0827934470071,3
"94",92.7977444755866,94.5569935356942,97.4420791092612,3
"95",93.1196835629544,94.8705983281444,97.8013647715154,3
"96",93.4416226503222,95.1842031205946,98.1606504337695,3
"97",93.76356173769,95.4978079130448,98.5199360960236,3
"98",94.0855008250578,95.811412705495,98.8792217582778,3
"99",94.4074399124255,96.1250174979451,99.2385074205319,3
"100",94.7293789997933,96.4386222903953,99.5977930827861,3
